GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A090N7T3	NEUROD6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48986|ensembl:ENSMUSP00000047016	9606	Ensembl		F
UniProtKB	A0A0A0MQU7	HNF1A	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15257|ensembl:ENSRNOP00000001565	9606	Ensembl		F
UniProtKB	A0A0D9SEX9	GLIS1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K1M4|ensembl:ENSMUSP00000035650	9606	Ensembl		F
UniProtKB	A0A0S2Z383	NKX2-5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42582|ensembl:ENSMUSP00000015723	9606	Ensembl		F
UniProtKB	A0A0S2Z3C9	ETV6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97360|ensembl:ENSMUSP00000079818	9606	Ensembl		F
UniProtKB	A0A0S2Z493	NEUROD1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60867|ensembl:ENSMUSP00000040364	9606	Ensembl		F
UniProtKB	A0A0S2Z4N0	MEF2A	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60929|ensembl:ENSMUSP00000117496	9606	Ensembl		F
UniProtKB	A0A0S2Z4N5	TP63	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88898|ensembl:ENSMUSP00000110965	9606	Ensembl		F
UniProtKB	A0A0S2Z595	FOSL1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10158|ensembl:ENSRNOP00000027891	9606	Ensembl		F
UniProtKB	A0A0U3FYV6	SOX2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A543|ensembl:ENSRNOP00000016236	9606	Ensembl		F
UniProtKB	A0A140VKG3	A0A140VKG3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ESP5|ensembl:ENSMUSP00000153090	9606	Ensembl		F
UniProtKB	A0A7I2PJA1	GLI2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q0VGT2|ensembl:ENSMUSP00000054837	9606	Ensembl		F
UniProtKB	A0A7P0T947	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	A0A7P0T9W9	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	A0A7P0T9Y9	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	A0A7P0TBJ4	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	A0A7P0Z4N7	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	A1MJ41	PBX1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41778|ensembl:ENSMUSP00000135516	9606	Ensembl		F
UniProtKB	A1PLF1	NHLH2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64221|ensembl:ENSMUSP00000143362	9606	Ensembl		F
UniProtKB	A6NCS4	NKX2-6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:15649947		9606	BHF-UCL		F
UniProtKB	A6NDR6	MEIS3P1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		F
UniProtKB	A6NDX5	ZNF840P	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	A6NI15	MSGN1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK54|ensembl:ENSMUSP00000055001	9606	Ensembl		F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	ARUK-UCL	has_input(UniProtKB:Q16611)|has_input(UniProtKB:Q9BXH1)|has_input(UniProtKB:Q12983)|has_input(UniProtKB:Q53EL6)|has_input(UniProtKB:Q9NS71)	F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	NTNU_SB	has_input(NCBI_Gene:56287)	F
UniProtKB	A6NN14	ZNF729	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	A8K0S8	MEIS3P2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		F
UniProtKB	A8MQ14	ZNF850	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	A8MXY4	ZNF99	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	B1AT47	GMEB1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024830	9606	InterPro		F
UniProtKB	B1AT47	GMEB1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JL60|ensembl:ENSMUSP00000131331	9606	Ensembl		F
UniProtKB	B2RCN8	B2RCN8	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024830	9606	InterPro		F
UniProtKB	B4DQS0	B4DQS0	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024830	9606	InterPro		F
UniProtKB	B6ZGT9	NR2E1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64104|ensembl:ENSMUSP00000019938	9606	Ensembl		F
UniProtKB	B7Z6K7	ZNF814	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	B7Z8D8	B7Z8D8	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D0VY79	HIF1A	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61221|ensembl:ENSMUSP00000021530	9606	Ensembl		F
UniProtKB	D3GDV5	GCM2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039791	9606	InterPro		F
UniProtKB	D6R927	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6R946	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6R9K5	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6R9X3	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RA45	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RAT2	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RB37	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RBQ8	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RCM1	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6REC2	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RF98	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	D6RIZ8	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	E0XEN6	FOXI1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q922I5|ensembl:ENSMUSP00000058651	9606	Ensembl		F
UniProtKB	F1D8N1	NR1H3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0Y9|ensembl:ENSMUSP00000106988	9606	Ensembl		F
UniProtKB	F1D8N6	NR4A2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q06219|ensembl:ENSMUSP00000028166	9606	Ensembl		F
UniProtKB	F1D8R5	NR3B3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P62509|ensembl:ENSMUSP00000027906	9606	Ensembl		F
UniProtKB	F1D8S0	NR6A1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64249|ensembl:ENSMUSP00000108498	9606	Ensembl		F
UniProtKB	F1D8T1	NR2A1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49698|ensembl:ENSMUSP00000018094	9606	Ensembl		F
UniProtKB	F1DAL1	NR1H4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60641|ensembl:ENSMUSP00000100933	9606	Ensembl		F
UniProtKB	F1T0D5	LHX3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2ALD8|ensembl:ENSMUSP00000028302	9606	Ensembl		F
UniProtKB	F1T0F8	PAX6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63015|ensembl:ENSMUSP00000087870	9606	Ensembl		F
UniProtKB	F8VSL3	NFYB	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027113	9606	InterPro		F
UniProtKB	F8VWL0	TFCP2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037599	9606	InterPro		F
UniProtKB	G0Z349	IRF6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97431|ensembl:ENSMUSP00000075839	9606	Ensembl		F
UniProtKB	H0Y3W9	EBF3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08791|ensembl:ENSMUSP00000147829	9606	Ensembl		F
UniProtKB	H0Y8R3	RBPJ	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040159	9606	InterPro		F
UniProtKB	K7PPA8	TP53	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		F
UniProtKB	L8B7P7	ATL1-alpha	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99PV8|ensembl:ENSMUSP00000068258	9606	Ensembl		F
UniProtKB	O00287	RFXAP	contributes_to	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:9118943		9606	GO_Central		F
UniProtKB	O00287	RFXAP	contributes_to	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:9806546		9606	GO_Central		F
UniProtKB	O00321	ETV2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41163|ensembl:ENSMUSP00000103782	9606	Ensembl		F
UniProtKB	O00470	MEIS1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		F
UniProtKB	O00470	MEIS1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60954|ensembl:ENSMUSP00000139219	9606	Ensembl		F
UniProtKB	O00482	NR5A2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P45448|ensembl:ENSMUSP00000027649	9606	Ensembl		F
UniProtKB	O00570	SOX1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53783|ensembl:ENSMUSP00000137203	9606	Ensembl		F
UniProtKB	O00712	NFIB	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:19540848		9606	NTNU_SB	occurs_at(SO:0001952)	F
UniProtKB	O00712	NFIB	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97863|ensembl:ENSMUSP00000052863	9606	Ensembl		F
UniProtKB	O00716	E2F3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:7739537		9606	NTNU_SB		F
UniProtKB	O00716	E2F3	contributes_to	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:7739537		9606	NTNU_SB		F
UniProtKB	O00716	E2F3	enables	GO:0001216	DNA-binding transcription activator activity	ECO:0000314	IDA	PMID:17062573		9606	UniProt		F
UniProtKB	O14593	RFXANK	contributes_to	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:9806546		9606	ARUK-UCL		F
UniProtKB	O14627	CDX4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:21471217		9606	NTNU_SB	occurs_at(SO:0001952)	F
UniProtKB	O14627	CDX4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:21471217		9606	NTNU_SB	occurs_at(SO:0001952)	F
UniProtKB	O14709	ZNF197	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916160|PANTHER:PTN004700594	9606	GO_Central		F
UniProtKB	O14770	MEIS2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10764806		9606	NTNU_SB	occurs_at(SO:0001952)	F
UniProtKB	O14770	MEIS2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104717|MGI:MGI:108519|MGI:MGI:108564|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		F
UniProtKB	O14770	MEIS2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97367	9606	UniProt		F
UniProtKB	O14770	MEIS2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97367|ensembl:ENSMUSP00000028639	9606	Ensembl		F
UniProtKB	O14813	PHOX2A	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:32094113		9606	MGI		F
UniProtKB	O14813	PHOX2A	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62066|ensembl:ENSMUSP00000008090	9606	Ensembl		F
UniProtKB	O14867	BACH1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97302|ensembl:ENSMUSP00000026703	9606	Ensembl		F
UniProtKB	O14896	IRF6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97431|ensembl:ENSMUSP00000075839	9606	Ensembl		F
UniProtKB	O14948	TFEC	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63302|ensembl:ENSRNOP00000073175	9606	Ensembl		F
UniProtKB	O14948	TFEC	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000304	TAS	PMID:9256061		9606	GO_Central		F
UniProtKB	O15119	TBX3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:22130515		9606	BHF-UCL	occurs_in(UBERON:0000948),part_of(GO:0060317)	F
UniProtKB	O15156	ZBTB7B	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64321|ensembl:ENSMUSP00000103058	9606	Ensembl		F
UniProtKB	O15162	PLSCR1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:16091359		9606	UniProt		F
UniProtKB	O15226	NKRF	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10562553		9606	NTNU_SB	has_input(NCBI_Gene:3456),occurs_at(SO:0001952)	F
UniProtKB	O15266	SHOX	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:11751690		9606	NTNU_SB		F
UniProtKB	O15266	SHOX	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:11751690		9606	NTNU_SB		F
